,customer,gender,income,state,policy_type,customer_lifetime_value,vehicle_class,monthly_premium_auto,total_claim_amount
3809,SZ86381,M,56587.0,Oregon,Personal Auto,5112.57,Four-Door Car,65.0,312.0
3810,YY29772,F,45025.0,Arizona,Personal Auto,2725.32,Four-Door Car,69.0,452.27
3811,MI81870,F,22799.0,Arizona,Corporate Auto,15042.58,SUV,190.0,912.0
3812,QH27767,M,82601.0,Oregon,Personal Auto,5308.29,Four-Door Car,66.0,186.39
3813,IV54766,F,22705.0,Oregon,Personal Auto,19160.99,Luxury SUV,239.0,1294.7
3814,HU54636,F,41212.0,California,Personal Auto,3791.55,Four-Door Car,95.0,405.44
3815,CB61335,F,21687.0,California,Personal Auto,6950.1,Four-Door Car,88.0,603.1
3816,DL53457,F,22571.0,California,Personal Auto,4605.04,Four-Door Car,63.0,302.4
3817,YG68142,F,72032.0,Oregon,Personal Auto,5864.38,Four-Door Car,72.0,438.15
3818,UI24036,F,42570.0,Washington,Personal Auto,15374.18,SUV,128.0,587.41
3819,LD63324,M,62873.0,Arizona,Corporate Auto,3230.58,Four-Door Car,81.0,207.75
3820,LB29621,F,21370.0,Oregon,Corporate Auto,9294.55,Four-Door Car,77.0,105.18
3821,XB43625,F,66081.0,Arizona,Personal Auto,2504.87,Four-Door Car,64.0,42.03
3822,FI65786,F,93854.0,Oregon,Corporate Auto,7081.69,Two-Door Car,87.0,417.6
3823,ZC61874,F,19429.0,Arizona,Special Auto,9560.05,SUV,122.0,683.46
3824,QA66968,F,46879.0,California,Personal Auto,6756.06,Four-Door Car,86.0,324.94
3825,YQ98322,M,36791.0,Oregon,Personal Auto,5290.67,Four-Door Car,68.0,326.4
3826,EN27946,M,40211.0,California,Personal Auto,8391.13,Two-Door Car,106.0,710.74
3827,GT18396,M,48642.0,Arizona,Personal Auto,21151.23,Four-Door Car,77.0,92.31
3828,KL43280,M,69063.0,California,Personal Auto,9264.33,Two-Door Car,115.0,552.0
3829,DB93245,F,87455.0,Arizona,Corporate Auto,2853.6,Four-Door Car,71.0,329.24
3830,SN53710,M,80101.0,Washington,Personal Auto,6245.44,Four-Door Car,79.0,442.92
3831,CT74097,M,51817.0,Nevada,Personal Auto,14789.62,SUV,129.0,712.83
3832,HE20556,F,31561.0,Arizona,Personal Auto,5324.39,Four-Door Car,68.0,326.4
3833,RQ41621,F,64640.0,Arizona,Personal Auto,2862.73,Four-Door Car,73.0,327.91
3834,TB88830,F,64220.0,California,Personal Auto,8614.69,SUV,107.0,48.78
3835,LV94312,M,33580.0,Oregon,Corporate Auto,4931.5,Four-Door Car,62.0,315.33
3836,XX73066,M,43318.0,Arizona,Personal Auto,5261.1,Four-Door Car,66.0,48.94
3837,VN22337,F,83869.0,California,Personal Auto,3274.04,Four-Door Car,81.0,348.19
3838,BA19651,M,43875.0,California,Corporate Auto,6134.39,Four-Door Car,78.0,289.47
3839,UX18122,F,59016.0,Washington,Corporate Auto,3690.7,Four-Door Car,92.0,441.6
3840,HY46017,F,70793.0,California,Personal Auto,2776.77,Four-Door Car,69.0,62.63
3841,ZI95657,M,24164.0,California,Personal Auto,10972.07,Sports Car,137.0,657.6
3842,MK93363,F,29133.0,Washington,Personal Auto,4177.67,Sports Car,104.0,499.2
3843,UM26324,M,81082.0,Washington,Corporate Auto,5838.9,Four-Door Car,73.0,281.3
3844,PN18863,M,21277.0,California,Corporate Auto,5109.5,Four-Door Car,66.0,316.8
3845,BK76340,M,16924.0,California,Personal Auto,8278.72,Luxury SUV,226.0,1084.8
3846,QZ83992,M,10540.0,California,Corporate Auto,8682.23,SUV,115.0,552.0
3847,GA86186,M,62873.0,Oregon,Special Auto,3230.58,Four-Door Car,81.0,207.75
3848,ZM24497,M,98623.0,California,Personal Auto,17019.19,Luxury SUV,211.0,1012.8
3849,EY97047,M,37876.0,Oregon,Corporate Auto,2647.52,Four-Door Car,69.0,300.06
3850,NW14895,M,77469.0,Arizona,Personal Auto,12883.12,SUV,109.0,757.17
3851,KS42294,F,30535.0,California,Personal Auto,20930.05,Four-Door Car,66.0,94.14
3852,XK10881,M,39310.0,Oregon,Personal Auto,4836.89,Four-Door Car,61.0,93.18
3853,LC20778,F,27229.0,Nevada,Personal Auto,18745.4,Four-Door Car,99.0,475.2
3854,LH87004,M,41418.0,Washington,Personal Auto,17367.53,SUV,112.0,537.6
3855,SZ17657,F,67840.0,Oregon,Personal Auto,9012.92,SUV,112.0,83.24
3856,RF73080,M,23091.0,Oregon,Personal Auto,5926.73,Four-Door Car,96.0,460.8
3857,QA69109,F,69468.0,Arizona,Personal Auto,5453.71,Four-Door Car,67.0,302.73
3858,FK85203,M,74143.0,California,Personal Auto,9106.87,SUV,114.0,547.2
3859,ET44462,M,65165.0,Arizona,Personal Auto,5013.14,SUV,126.0,604.8
3860,SK27185,F,50537.0,California,Personal Auto,6672.06,SUV,165.0,60.01
3861,JW87443,F,72608.0,Oregon,Personal Auto,6521.37,Four-Door Car,82.0,393.6
3862,OM37610,F,26312.0,Nevada,Personal Auto,13024.22,Four-Door Car,110.0,565.84
3863,TJ58873,M,56900.0,Oregon,Personal Auto,2748.8,Four-Door Car,68.0,304.12
3864,WE97690,F,60707.0,Oregon,Corporate Auto,2803.6,Four-Door Car,70.0,327.06
3865,HH99354,M,67276.0,Oregon,Personal Auto,7231.0,Two-Door Car,61.0,181.8
3866,UN90060,F,30865.0,Oregon,Personal Auto,8329.29,SUV,104.0,21.26
3867,BR76202,F,79487.0,California,Personal Auto,4626.8,SUV,114.0,547.2
3868,RE73564,F,41098.0,Oregon,Personal Auto,11533.48,Two-Door Car,96.0,250.06
3869,EN32990,F,89158.0,Arizona,Personal Auto,5350.0,Four-Door Car,67.0,272.2
3870,OO97388,F,99612.0,Oregon,Personal Auto,2855.69,Two-Door Car,70.0,336.0
3871,UI64573,F,94885.0,Oregon,Personal Auto,3470.18,Four-Door Car,86.0,170.53
3872,HJ64867,F,78352.0,Arizona,Personal Auto,5895.11,Two-Door Car,74.0,152.37
3873,MT35297,F,43460.0,Oregon,Personal Auto,5065.94,Four-Door Car,63.0,302.4
3874,VB69838,F,46587.0,Oregon,Personal Auto,41787.9,Four-Door Car,119.0,571.2
3875,JR34589,F,21236.0,Nevada,Personal Auto,4882.29,SUV,123.0,131.26
3876,MT58123,M,28432.0,California,Corporate Auto,13869.93,SUV,118.0,612.3
3877,GQ78238,M,65167.0,Oregon,Personal Auto,5213.37,SUV,131.0,628.8
3878,UO44449,F,33700.0,Washington,Corporate Auto,4911.12,Four-Door Car,62.0,274.11
3879,BG30513,F,13663.0,California,Personal Auto,25464.82,Four-Door Car,97.0,465.6
3880,XD82117,F,65933.0,Arizona,Personal Auto,8675.99,SUV,108.0,379.95
3881,NY30370,M,28663.0,Washington,Corporate Auto,2618.33,Two-Door Car,66.0,430.6
3882,EH69733,M,78092.0,Arizona,Corporate Auto,3349.64,Four-Door Car,84.0,344.02
3883,QV89210,F,57693.0,Nevada,Corporate Auto,5979.72,Four-Door Car,76.0,547.2
3884,QK90365,F,19614.0,Oregon,Personal Auto,16301.97,Two-Door Car,85.0,574.02
3885,UR67446,F,23235.0,California,Personal Auto,7882.99,Four-Door Car,99.0,587.66
3886,FJ76376,M,79528.0,California,Personal Auto,7748.81,Two-Door Car,64.0,175.43
3887,AM72411,M,23253.0,Oregon,Personal Auto,2279.7,Two-Door Car,61.0,292.8
3888,IC77855,M,40571.0,California,Personal Auto,15272.8,SUV,100.0,361.79
3889,ZM70632,F,60668.0,California,Personal Auto,5498.75,SUV,138.0,553.7
3890,JM59803,M,61776.0,California,Personal Auto,5743.4,Two-Door Car,73.0,343.28
3891,KG84303,M,38820.0,California,Personal Auto,3942.92,Four-Door Car,99.0,547.62
3892,OJ37666,F,47285.0,California,Personal Auto,2503.6,Four-Door Car,63.0,302.4
3893,KH55886,M,78310.0,Oregon,Personal Auto,67907.27,Sports Car,192.0,151.71
3894,QZ70160,F,26222.0,Nevada,Personal Auto,2396.67,Four-Door Car,62.0,297.6
3895,KY48450,F,83926.0,Oregon,Personal Auto,7334.52,Luxury Car,181.0,124.45
3896,ZG18090,M,24124.0,California,Corporate Auto,7150.11,Four-Door Car,91.0,436.8
3897,UI99151,M,28879.0,Nevada,Personal Auto,12023.75,Sports Car,106.0,763.2
3898,CJ64468,F,12964.0,Oregon,Personal Auto,4770.55,Two-Door Car,65.0,362.77
3899,BO15959,F,88105.0,Washington,Personal Auto,27929.96,Four-Door Car,86.0,412.8
3900,ZK50586,F,66524.0,Oregon,Personal Auto,2899.92,Two-Door Car,74.0,238.52
3901,DM22923,M,27398.0,Oregon,Personal Auto,2331.33,Four-Door Car,68.0,326.4
3902,DQ58142,M,37759.0,Arizona,Corporate Auto,8561.56,SUV,108.0,518.4
3903,YW47108,M,45743.0,California,Personal Auto,11280.73,Four-Door Car,96.0,673.78
3904,DS62172,F,54183.0,Oregon,Personal Auto,2764.02,Four-Door Car,70.0,336.0
3905,VL58402,M,46900.0,Washington,Personal Auto,2580.85,Four-Door Car,66.0,316.8
3906,YV82597,F,59803.0,Nevada,Corporate Auto,10856.01,Two-Door Car,90.0,22.76
3907,FN33339,F,53787.0,Oregon,Corporate Auto,4150.84,Four-Door Car,104.0,666.09
3908,UZ97486,M,35095.0,California,Corporate Auto,16979.8,Two-Door Car,73.0,525.6
3909,NB30472,F,30845.0,Arizona,Personal Auto,41103.24,Four-Door Car,116.0,556.8
3910,RX66745,M,23665.0,Washington,Corporate Auto,22658.54,Four-Door Car,67.0,404.82
3911,II97469,M,92107.0,California,Personal Auto,7013.44,Four-Door Car,88.0,16.37
3912,VF17463,M,62464.0,Oregon,Personal Auto,8658.86,Sports Car,109.0,400.18
3913,GW77328,M,69991.0,Oregon,Personal Auto,5214.34,Four-Door Car,65.0,4.62
3914,CF44171,F,23904.0,California,Personal Auto,4334.06,SUV,123.0,590.4
3915,EO75698,F,83894.0,Oregon,Personal Auto,22242.52,Four-Door Car,110.0,82.02
3916,GB94407,M,88340.0,California,Corporate Auto,12280.77,Two-Door Car,102.0,489.6
3917,LM79795,M,39602.0,Oregon,Personal Auto,7488.79,Two-Door Car,64.0,307.2
3918,XT35473,M,25905.0,Arizona,Personal Auto,2300.69,Four-Door Car,63.0,302.4
3919,LO90163,F,24626.0,Nevada,Personal Auto,30081.37,SUV,108.0,225.97
3920,LU65596,F,59732.0,California,Corporate Auto,3745.37,Four-Door Car,94.0,135.63
3921,SV94314,M,36898.0,Arizona,Personal Auto,13246.57,SUV,169.0,811.2
3922,RW86245,M,92864.0,Arizona,Personal Auto,5008.28,SUV,123.0,96.34
3923,FO63400,F,93752.0,California,Corporate Auto,5146.9,Four-Door Car,64.0,154.71
3924,FE84109,M,21156.0,Washington,Personal Auto,6540.2,Two-Door Car,89.0,111.84
3925,KG21285,M,67206.0,Arizona,Personal Auto,7159.81,Four-Door Car,90.0,76.29
3926,TQ33359,M,85654.0,California,Personal Auto,6087.3,Four-Door Car,76.0,46.2
3927,ZG59671,M,59325.0,Oregon,Personal Auto,9772.74,Four-Door Car,83.0,81.6
3928,AY19539,M,13528.0,California,Personal Auto,6005.85,Four-Door Car,86.0,412.8
3929,KE35335,F,75333.0,Washington,Personal Auto,3580.26,Four-Door Car,90.0,289.24
3930,FE90301,F,61108.0,Nevada,Personal Auto,5821.13,Four-Door Car,72.0,23.77
3931,CK35310,F,27083.0,Nevada,Personal Auto,2839.57,Four-Door Car,73.0,525.6
3932,XU97999,M,68997.0,California,Personal Auto,10097.2,Four-Door Car,63.0,206.93
3933,RF73329,F,33451.0,California,Personal Auto,2674.23,Four-Door Car,67.0,337.22
3934,WO12850,F,21500.0,Nevada,Corporate Auto,4515.45,Four-Door Car,115.0,39.29
3935,AB26022,M,26487.0,Oregon,Corporate Auto,7998.35,SUV,112.0,602.43
3936,HL91178,M,74713.0,California,Personal Auto,2809.77,Four-Door Car,70.0,336.0
3937,WK18603,M,85607.0,California,Personal Auto,5272.52,Four-Door Car,66.0,67.65
3938,XS44101,F,44891.0,California,Personal Auto,6712.29,Four-Door Car,83.0,74.8
3939,RE93978,M,89061.0,Washington,Personal Auto,8188.98,SUV,103.0,565.27
3940,EA55071,F,63774.0,Arizona,Personal Auto,4376.36,Four-Door Car,111.0,60.04
3941,HH45183,M,93308.0,Oregon,Personal Auto,3713.8,Four-Door Car,92.0,441.6
3942,NL75739,M,10375.0,Arizona,Personal Auto,7590.05,Two-Door Car,66.0,316.8
3943,XE96798,M,85950.0,Oregon,Personal Auto,2795.74,Four-Door Car,69.0,47.71
3944,UU12600,F,33402.0,Nevada,Personal Auto,8640.75,SUV,109.0,71.05
3945,NL39999,M,18129.0,Washington,Personal Auto,2624.9,Two-Door Car,71.0,340.8
3946,HM94328,M,20396.0,Arizona,Corporate Auto,6047.03,Four-Door Car,76.0,364.8
3947,QX64770,F,13376.0,Oregon,Personal Auto,8221.87,Four-Door Car,108.0,774.71
3948,IN95983,F,32517.0,California,Special Auto,6798.27,Four-Door Car,94.0,451.2
3949,AD89594,M,28651.0,California,Personal Auto,12817.41,Four-Door Car,67.0,302.27
3950,SQ37580,F,64964.0,Arizona,Personal Auto,5219.89,Four-Door Car,66.0,286.97
3951,IN64985,F,34112.0,Nevada,Personal Auto,6140.24,Four-Door Car,77.0,369.6
3952,IG89777,M,81145.0,California,Corporate Auto,7356.56,Two-Door Car,92.0,321.06
3953,YJ14330,F,39894.0,California,Corporate Auto,32725.3,SUV,134.0,411.08
3954,NK20941,M,52447.0,California,Personal Auto,7057.46,Four-Door Car,90.0,61.59
3955,LY73893,M,35398.0,California,Personal Auto,5563.77,Four-Door Car,71.0,340.8
3956,II20035,F,26239.0,Oregon,Personal Auto,7451.48,Four-Door Car,65.0,312.0
3957,WN45973,M,83013.0,Washington,Corporate Auto,12584.01,SUV,103.0,155.13
3958,GM46746,F,86205.0,Arizona,Personal Auto,17776.82,Luxury Car,223.0,1070.4
3959,GZ64473,M,50414.0,Nevada,Personal Auto,2757.38,Four-Door Car,69.0,331.2
3960,FE93959,M,37496.0,California,Corporate Auto,7535.43,Two-Door Car,65.0,312.0
3961,YC33550,F,24224.0,Oregon,Corporate Auto,2826.8,Two-Door Car,71.0,511.2
3962,MT91532,M,62338.0,California,Corporate Auto,7326.54,Four-Door Car,92.0,4.22
3963,XE65072,M,63483.0,Oregon,Personal Auto,6633.14,Four-Door Car,83.0,85.07
3964,FP10040,M,38113.0,Oregon,Personal Auto,8598.19,Four-Door Car,73.0,203.64
3965,AQ51159,F,38676.0,Arizona,Personal Auto,8586.8,Four-Door Car,72.0,146.12
3966,HB21182,F,20200.0,Arizona,Personal Auto,2417.78,Two-Door Car,65.0,312.0
3967,SM17747,M,29038.0,Arizona,Personal Auto,2693.66,Four-Door Car,69.0,56.35
3968,YA87855,M,23179.0,Arizona,Corporate Auto,7179.23,Two-Door Car,91.0,436.8
3969,MR52230,M,56598.0,Oregon,Personal Auto,10629.34,Four-Door Car,88.0,92.97
3970,RW82766,F,46988.0,Oregon,Corporate Auto,7724.05,Luxury SUV,195.0,294.76
3971,IX60941,M,20978.0,Oregon,Personal Auto,3508.57,Four-Door Car,98.0,1176.28
3972,UH89141,F,59130.0,Oregon,Corporate Auto,33279.77,Sports Car,117.0,436.53
3973,WO30947,M,31572.0,Washington,Personal Auto,5348.3,Four-Door Car,70.0,292.43
3974,NZ73268,M,32646.0,California,Corporate Auto,4686.81,Four-Door Car,119.0,465.0
3975,YD80815,F,51791.0,Arizona,Personal Auto,7148.33,Luxury Car,181.0,422.96
3976,BE54454,M,70828.0,Washington,Personal Auto,5028.58,Four-Door Car,62.0,297.6
3977,JB76199,F,40903.0,Oregon,Corporate Auto,2415.42,Four-Door Car,61.0,409.89
3978,IM55696,F,24031.0,California,Personal Auto,5264.43,Four-Door Car,66.0,316.8
3979,UD99395,M,84927.0,Oregon,Personal Auto,4474.48,SUV,112.0,537.6
3980,WE64939,F,23893.0,California,Personal Auto,2902.62,Four-Door Car,73.0,186.29
3981,KC67652,M,71255.0,Arizona,Personal Auto,10876.48,Sports Car,138.0,138.63
3982,FQ33633,F,37697.0,Nevada,Personal Auto,4413.29,SUV,112.0,38.4
3983,QS23134,M,33746.0,Arizona,Personal Auto,12504.49,Two-Door Car,106.0,508.8
3984,EZ70589,F,70263.0,Washington,Personal Auto,7462.93,Two-Door Car,93.0,7.35
3985,KT91115,M,43367.0,Oregon,Personal Auto,4690.79,Four-Door Car,118.0,1026.74
3986,LJ79533,F,11432.0,Nevada,Special Auto,13466.92,SUV,119.0,571.2
3987,JQ95021,M,67249.0,California,Special Auto,3386.19,Four-Door Car,86.0,33.89
3988,ET88948,F,76839.0,California,Personal Auto,5503.44,Four-Door Car,68.0,326.4
3989,GW43195,F,71210.0,Oregon,Personal Auto,25807.06,Luxury Car,214.0,1027.2
3990,MQ54182,F,49447.0,California,Personal Auto,4739.35,Four-Door Car,119.0,762.01
3991,WM39308,F,98713.0,Nevada,Personal Auto,15777.89,Two-Door Car,65.0,289.89
3992,DK20428,M,26094.0,Oregon,Personal Auto,2619.87,Two-Door Car,67.0,2.03
3993,IZ67803,M,26990.0,California,Personal Auto,15445.66,Four-Door Car,65.0,297.86
3994,VW65351,F,46644.0,Washington,Personal Auto,3355.53,Four-Door Car,84.0,150.69
3995,SY36127,F,33462.0,California,Personal Auto,2874.09,Four-Door Car,72.0,112.43
3996,LA20890,F,66880.0,Oregon,Personal Auto,2846.65,Four-Door Car,71.0,340.8
3997,EP48362,M,88680.0,Arizona,Personal Auto,23813.52,Four-Door Car,66.0,201.76
3998,ON91363,M,75132.0,Washington,Personal Auto,3730.14,Four-Door Car,93.0,446.4
3999,EE59791,F,56617.0,California,Personal Auto,5931.28,Four-Door Car,74.0,355.2
4000,IV84135,F,75638.0,California,Personal Auto,9429.08,Four-Door Car,83.0,108.7
4001,TE11374,F,24982.0,California,Personal Auto,7613.05,SUV,109.0,523.2
4002,GH12466,F,40348.0,Washington,Personal Auto,3313.01,Four-Door Car,83.0,26.31
4003,PC43437,F,24083.0,Arizona,Personal Auto,7317.01,Four-Door Car,63.0,340.45
4004,PW98890,F,81538.0,Oregon,Personal Auto,2665.74,Four-Door Car,66.0,272.84
4005,BQ94892,M,62873.0,Oregon,Personal Auto,3230.58,Four-Door Car,81.0,207.75
4006,LA33814,M,66245.0,Oregon,Personal Auto,17367.27,SUV,145.0,181.5
4007,OL28902,M,26303.0,California,Personal Auto,5999.38,SUV,165.0,956.59
4008,VW88885,F,58620.0,California,Corporate Auto,17006.0,Four-Door Car,71.0,340.8
4009,OQ51004,M,18375.0,California,Personal Auto,3954.34,Sports Car,103.0,535.08
4010,GJ88864,F,30944.0,Nevada,Personal Auto,3589.37,Four-Door Car,92.0,348.22
4011,AF69537,M,59630.0,Arizona,Personal Auto,7329.78,SUV,185.0,888.0
4012,TX11163,F,53957.0,Nevada,Corporate Auto,7380.57,Luxury SUV,184.0,61.55
4013,FG43850,M,44385.0,Oregon,Corporate Auto,7472.67,Four-Door Car,97.0,465.6
4014,WY80801,F,25561.0,California,Corporate Auto,19357.8,SUV,163.0,983.37
4015,GZ90429,M,85956.0,California,Corporate Auto,5846.11,SUV,145.0,510.38
4016,FW35631,M,37406.0,Oregon,Corporate Auto,4864.53,SUV,122.0,1134.96
4017,HM20848,F,39053.0,California,Personal Auto,4594.29,Sports Car,114.0,547.2
4018,FO49408,M,24475.0,Oregon,Personal Auto,3044.0,Four-Door Car,84.0,604.8
4019,LL95376,M,92296.0,Washington,Personal Auto,2759.98,Two-Door Car,69.0,331.2
4020,UK49045,M,29484.0,Oregon,Personal Auto,11064.29,Two-Door Car,93.0,446.4
4021,TU77462,M,48088.0,Oregon,Personal Auto,7469.56,Two-Door Car,94.0,134.83
4022,DA26490,M,21366.0,California,Personal Auto,4920.49,Two-Door Car,63.0,302.4
4023,JC37131,M,17101.0,Arizona,Special Auto,12298.69,SUV,113.0,542.4
4024,AH53588,M,26802.0,California,Personal Auto,4636.55,Two-Door Car,66.0,316.8
4025,QV89018,M,89025.0,Arizona,Personal Auto,20467.72,Four-Door Car,64.0,179.25
4026,YT37186,F,52228.0,California,Personal Auto,17526.18,Luxury SUV,220.0,1056.0
4027,BF45697,M,83086.0,California,Personal Auto,5670.13,Four-Door Car,71.0,320.49
4028,RY27018,M,53214.0,Washington,Personal Auto,7228.99,Four-Door Car,91.0,436.8
4029,YJ16163,F,51643.0,Oregon,Special Auto,11009.13,Luxury Car,283.0,1358.4
4030,QM61543,M,73168.0,Arizona,Corporate Auto,5639.94,Four-Door Car,70.0,425.8
4031,VQ57815,M,61246.0,Oregon,Personal Auto,8828.38,Sports Car,110.0,159.24
4032,FF93355,M,32762.0,Washington,Corporate Auto,13268.79,Four-Door Car,112.0,326.93
4033,NJ88229,F,64127.0,California,Personal Auto,8343.75,Four-Door Car,71.0,72.86
4034,DJ22229,F,16794.0,Washington,Personal Auto,13759.15,Four-Door Car,96.0,460.8
4035,MB12747,M,31930.0,Nevada,Personal Auto,9788.71,Four-Door Car,83.0,37.7
4036,XQ50187,M,74918.0,Oregon,Special Auto,3360.44,Two-Door Car,85.0,314.25
4037,WU62992,M,70742.0,Oregon,Personal Auto,4887.79,SUV,124.0,211.68
4038,CE11667,M,64801.0,Oregon,Corporate Auto,7582.11,Four-Door Car,64.0,268.47
4039,BP53979,F,48829.0,California,Personal Auto,2516.21,Four-Door Car,64.0,300.31
4040,DM59806,F,73853.0,California,Personal Auto,3571.35,Four-Door Car,89.0,427.2
4041,TC82133,M,66844.0,Oregon,Personal Auto,5375.82,Four-Door Car,70.0,104.98
4042,NW65065,F,11904.0,California,Corporate Auto,4254.62,Two-Door Car,61.0,292.8
4043,LS17120,M,56869.0,California,Personal Auto,3061.05,Four-Door Car,83.0,269.41
4044,WG51330,M,59325.0,Arizona,Corporate Auto,5635.29,Four-Door Car,71.0,229.69
4045,AI74959,M,25927.0,California,Personal Auto,3933.81,SUV,103.0,674.97
4046,YP19985,M,83073.0,California,Corporate Auto,5706.96,Two-Door Car,71.0,10.42
4047,IS95117,F,35301.0,Arizona,Personal Auto,5874.82,Four-Door Car,74.0,128.64
4048,YU66872,F,21829.0,California,Personal Auto,8579.89,Sports Car,111.0,532.8
4049,WK62379,F,15142.0,Washington,Personal Auto,8903.97,Two-Door Car,116.0,792.61
4050,YY58769,M,58498.0,Arizona,Personal Auto,2570.16,Four-Door Car,67.0,321.6
4051,YK83904,F,64592.0,Nevada,Personal Auto,2585.56,Four-Door Car,64.0,307.2
4052,IE36279,M,80306.0,California,Corporate Auto,2844.85,Two-Door Car,71.0,340.8
4053,FT61724,F,29105.0,California,Personal Auto,4633.55,Sports Car,117.0,272.61
4054,YV63603,F,47137.0,Arizona,Personal Auto,6678.9,Four-Door Car,84.0,161.64
4055,OA59724,F,66711.0,Washington,Corporate Auto,3479.26,Two-Door Car,86.0,366.38
4056,LY83340,F,48943.0,Oregon,Corporate Auto,7851.58,Two-Door Car,65.0,105.07
4057,MH13358,F,34807.0,Oregon,Personal Auto,2854.27,Two-Door Car,73.0,472.04
4058,UQ51981,F,52583.0,Oregon,Personal Auto,8879.79,SUV,113.0,528.2
4059,CB52667,F,92589.0,Washington,Personal Auto,5279.48,Four-Door Car,65.0,312.0
4060,YP29527,M,96689.0,Oregon,Personal Auto,8272.33,Sports Car,103.0,37.8
4061,ZD72991,M,76594.0,California,Personal Auto,4899.98,SUV,122.0,832.45
4062,CS51928,M,83777.0,Arizona,Personal Auto,4508.86,Sports Car,112.0,377.35
4063,IJ18945,F,20954.0,Washington,Special Auto,3094.32,Four-Door Car,78.0,534.5
4064,EF21564,M,84491.0,Nevada,Personal Auto,4383.15,SUV,110.0,156.28
4065,AY35539,F,89451.0,Oregon,Personal Auto,2530.71,Four-Door Car,63.0,61.77
4066,XJ96507,F,85132.0,Arizona,Personal Auto,8291.66,SUV,106.0,501.13
4067,ZG95780,M,11193.0,Arizona,Personal Auto,8164.31,SUV,114.0,820.8
4068,GI55977,F,28806.0,Oregon,Personal Auto,2337.35,Four-Door Car,61.0,292.8
4069,BV63942,M,76184.0,Washington,Corporate Auto,9002.41,Two-Door Car,111.0,532.8
4070,PF81183,M,66429.0,California,Corporate Auto,5389.5,Sports Car,136.0,57.71
4071,HV16877,F,43278.0,California,Personal Auto,2721.59,Four-Door Car,68.0,326.4
4072,XO92596,M,13528.0,California,Personal Auto,6005.85,Four-Door Car,86.0,412.8
4073,IQ73438,M,74015.0,California,Personal Auto,5555.83,Four-Door Car,72.0,471.44
4074,FY74419,F,54507.0,Nevada,Personal Auto,5470.06,SUV,138.0,702.99
4075,WC22220,M,72302.0,Arizona,Corporate Auto,2616.61,Two-Door Car,66.0,316.8
4076,OT66924,F,14606.0,Oregon,Personal Auto,4681.53,Four-Door Car,72.0,439.77
4077,YW88487,F,43406.0,Arizona,Personal Auto,7457.34,Luxury SUV,187.0,897.6
4078,CA45756,F,60426.0,Arizona,Corporate Auto,22185.88,Two-Door Car,62.0,133.28
4079,JY42899,M,26334.0,California,Personal Auto,5305.09,Two-Door Car,71.0,340.8
4080,KM72781,F,22514.0,Washington,Personal Auto,9470.62,Four-Door Car,80.0,203.47
4081,DV62119,F,76114.0,Arizona,Personal Auto,3548.15,Four-Door Car,88.0,422.4
4082,DO12179,M,48791.0,Oregon,Personal Auto,2451.54,Two-Door Car,62.0,69.79
4083,ER20865,M,65605.0,California,Corporate Auto,8652.65,Two-Door Car,111.0,377.78
4084,YQ95507,F,69259.0,Oregon,Personal Auto,2535.22,Four-Door Car,63.0,362.52
4085,WK29536,F,90969.0,Oregon,Personal Auto,7779.59,Four-Door Car,65.0,190.75
4086,UX87980,M,50180.0,Nevada,Personal Auto,2805.29,Four-Door Car,77.0,360.5
4087,TJ68521,M,41991.0,Washington,Personal Auto,5251.97,Four-Door Car,67.0,88.38
4088,RJ57593,M,71391.0,Arizona,Personal Auto,8044.87,Four-Door Car,67.0,284.0
4089,QQ18636,F,70725.0,Arizona,Corporate Auto,13891.68,Four-Door Car,70.0,336.0
4090,JV23769,F,36650.0,Oregon,Personal Auto,2725.36,Four-Door Car,69.0,56.6
4091,PA19547,M,54194.0,Washington,Personal Auto,4779.89,SUV,119.0,112.27
4092,IH91478,F,23554.0,Oregon,Personal Auto,4808.96,Two-Door Car,61.0,142.46
4093,OR78439,M,62464.0,Arizona,Corporate Auto,8658.86,Sports Car,109.0,400.18
4094,CW15758,F,71888.0,Oregon,Personal Auto,9215.54,SUV,115.0,552.0
4095,RY26286,M,80846.0,California,Corporate Auto,5068.43,Four-Door Car,65.0,227.18
4096,CJ51511,F,11432.0,Arizona,Corporate Auto,13466.92,SUV,119.0,571.2
4097,GQ11852,F,39017.0,Oregon,Personal Auto,13306.18,SUV,170.0,592.86
4098,HX63408,M,73769.0,Arizona,Corporate Auto,4822.44,Four-Door Car,61.0,121.65
4099,LJ15849,F,58557.0,Arizona,Personal Auto,3554.85,Four-Door Car,88.0,55.51
4100,JZ23377,F,48367.0,Oregon,Personal Auto,57520.5,SUV,161.0,772.8
4101,TB17648,M,39718.0,Arizona,Personal Auto,2515.41,Four-Door Car,65.0,366.53
4102,GO53814,F,43358.0,Oregon,Corporate Auto,4878.95,Two-Door Car,61.0,400.29
4103,VW11431,F,83873.0,California,Personal Auto,2971.92,Two-Door Car,76.0,218.37
4104,FG96614,F,22361.0,California,Personal Auto,11302.6,Four-Door Car,95.0,530.67
4105,KQ98040,F,70061.0,California,Corporate Auto,7996.6,Four-Door Car,99.0,699.52
4106,No31089,F,65742.0,Arizona,Personal Auto,3179.47,Four-Door Car,79.0,277.36
4107,TU15769,M,23665.0,Washington,Personal Auto,22658.54,Four-Door Car,67.0,404.82
